Accession,Description,trt,measurement
AT1G05520,| Symbols:  | Sec23/Sec24 protein transport family protein | chr1:1631126-1635703 REVERSE LENGTH=783,6,5
AT1G05520,| Symbols:  | Sec23/Sec24 protein transport family protein | chr1:1631126-1635703 REVERSE LENGTH=783,6,8
AT1G06000,| Symbols:  | UDP-Glycosyltransferase superfamily protein | chr1:1820495-1821802 REVERSE LENGTH=435,2,18.942
AT1G06000,| Symbols:  | UDP-Glycosyltransferase superfamily protein | chr1:1820495-1821802 REVERSE LENGTH=435,2,18.081
AT1G06000,| Symbols:  | UDP-Glycosyltransferase superfamily protein | chr1:1820495-1821802 REVERSE LENGTH=435,2,18.942
AT1G06000,| Symbols:  | UDP-Glycosyltransferase superfamily protein | chr1:1820495-1821802 REVERSE LENGTH=435,6,12
AT1G06000,| Symbols:  | UDP-Glycosyltransferase superfamily protein | chr1:1820495-1821802 REVERSE LENGTH=435,6,18
AT1G06000,| Symbols:  | UDP-Glycosyltransferase superfamily protein | chr1:1820495-1821802 REVERSE LENGTH=435,6,19
AT1G06130,| Symbols: GLX2-4 | glyoxalase 2-4 | chr1:1858034-1860640 REVERSE LENGTH=331,2,6.027
AT1G06130,| Symbols: GLX2-4 | glyoxalase 2-4 | chr1:1858034-1860640 REVERSE LENGTH=331,2,6.027
AT1G06130,| Symbols: GLX2-4 | glyoxalase 2-4 | chr1:1858034-1860640 REVERSE LENGTH=331,2,6.027
AT1G06130,| Symbols: GLX2-4 | glyoxalase 2-4 | chr1:1858034-1860640 REVERSE LENGTH=331,6,7
AT1G06130,| Symbols: GLX2-4 | glyoxalase 2-4 | chr1:1858034-1860640 REVERSE LENGTH=331,6,10
AT1G06130,| Symbols: GLX2-4 | glyoxalase 2-4 | chr1:1858034-1860640 REVERSE LENGTH=331,6,8
AT1G06290,| Symbols: ACX3  ATACX3 | acyl-CoA oxidase 3 | chr1:1922423-1926002 FORWARD LENGTH=675,2,29.274
AT1G06290,| Symbols: ACX3  ATACX3 | acyl-CoA oxidase 3 | chr1:1922423-1926002 FORWARD LENGTH=675,2,27.552
AT1G06290,| Symbols: ACX3  ATACX3 | acyl-CoA oxidase 3 | chr1:1922423-1926002 FORWARD LENGTH=675,2,29.274
AT1G06290,| Symbols: ACX3  ATACX3 | acyl-CoA oxidase 3 | chr1:1922423-1926002 FORWARD LENGTH=675,6,20
AT1G06290,| Symbols: ACX3  ATACX3 | acyl-CoA oxidase 3 | chr1:1922423-1926002 FORWARD LENGTH=675,6,25
AT1G06290,| Symbols: ACX3  ATACX3 | acyl-CoA oxidase 3 | chr1:1922423-1926002 FORWARD LENGTH=675,6,20
AT1G06410,| Symbols: ATTPS7  TPS7  ATTPSA | trehalose-phosphatase/synthase 7 | chr1:1955413-1958153 FORWARD LENGTH=851,2,13.776
AT1G06410,| Symbols: ATTPS7  TPS7  ATTPSA | trehalose-phosphatase/synthase 7 | chr1:1955413-1958153 FORWARD LENGTH=851,2,12.915
AT1G06410,| Symbols: ATTPS7  TPS7  ATTPSA | trehalose-phosphatase/synthase 7 | chr1:1955413-1958153 FORWARD LENGTH=851,2,16.359
AT1G06410,| Symbols: ATTPS7  TPS7  ATTPSA | trehalose-phosphatase/synthase 7 | chr1:1955413-1958153 FORWARD LENGTH=851,6,10
AT1G06410,| Symbols: ATTPS7  TPS7  ATTPSA | trehalose-phosphatase/synthase 7 | chr1:1955413-1958153 FORWARD LENGTH=851,6,11
AT1G06410,| Symbols: ATTPS7  TPS7  ATTPSA | trehalose-phosphatase/synthase 7 | chr1:1955413-1958153 FORWARD LENGTH=851,6,9
AT1G06430,| Symbols: FTSH8 | FTSH protease 8 | chr1:1960214-1962525 REVERSE LENGTH=685,2,36.162
AT1G06430,| Symbols: FTSH8 | FTSH protease 8 | chr1:1960214-1962525 REVERSE LENGTH=685,2,33.579
AT1G06430,| Symbols: FTSH8 | FTSH protease 8 | chr1:1960214-1962525 REVERSE LENGTH=685,2,36.162
AT1G06430,| Symbols: FTSH8 | FTSH protease 8 | chr1:1960214-1962525 REVERSE LENGTH=685,6,26
AT1G06430,| Symbols: FTSH8 | FTSH protease 8 | chr1:1960214-1962525 REVERSE LENGTH=685,6,27
AT1G06430,| Symbols: FTSH8 | FTSH protease 8 | chr1:1960214-1962525 REVERSE LENGTH=685,6,31
AT1G06530,| Symbols:  | Tropomyosin-related | chr1:2001625-2002596 FORWARD LENGTH=323,2,15.498
AT1G06530,| Symbols:  | Tropomyosin-related | chr1:2001625-2002596 FORWARD LENGTH=323,2,13.776
AT1G06530,| Symbols:  | Tropomyosin-related | chr1:2001625-2002596 FORWARD LENGTH=323,2,12.054
AT1G06530,| Symbols:  | Tropomyosin-related | chr1:2001625-2002596 FORWARD LENGTH=323,6,15
AT1G06530,| Symbols:  | Tropomyosin-related | chr1:2001625-2002596 FORWARD LENGTH=323,6,14
AT1G06530,| Symbols:  | Tropomyosin-related | chr1:2001625-2002596 FORWARD LENGTH=323,6,9
AT1G06950,| Symbols: ATTIC110  TIC110 | translocon at the inner envelope membrane of chloroplasts 110 | chr1:2130303-2135563 REVERSE LENGTH=1016,2,32.718
AT1G06950,| Symbols: ATTIC110  TIC110 | translocon at the inner envelope membrane of chloroplasts 110 | chr1:2130303-2135563 REVERSE LENGTH=1016,2,36.162
AT1G06950,| Symbols: ATTIC110  TIC110 | translocon at the inner envelope membrane of chloroplasts 110 | chr1:2130303-2135563 REVERSE LENGTH=1016,2,28.413
AT1G06950,| Symbols: ATTIC110  TIC110 | translocon at the inner envelope membrane of chloroplasts 110 | chr1:2130303-2135563 REVERSE LENGTH=1016,6,14
AT1G06950,| Symbols: ATTIC110  TIC110 | translocon at the inner envelope membrane of chloroplasts 110 | chr1:2130303-2135563 REVERSE LENGTH=1016,6,18
AT1G06950,| Symbols: ATTIC110  TIC110 | translocon at the inner envelope membrane of chloroplasts 110 | chr1:2130303-2135563 REVERSE LENGTH=1016,6,20
AT1G07040,| Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G2703...,2,29.274
AT1G07040,| Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G2703...,2,31.857
AT1G07040,| Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G2703...,2,21.525
AT1G07040,| Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G2703...,6,18
AT1G07040,| Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G2703...,6,24
AT1G07040,| Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G2703...,6,18
AT1G07080,| Symbols:  | Thioredoxin superfamily protein | chr1:2170069-2171861 FORWARD LENGTH=265,2,40.467
AT1G07080,| Symbols:  | Thioredoxin superfamily protein | chr1:2170069-2171861 FORWARD LENGTH=265,2,31.857
AT1G07080,| Symbols:  | Thioredoxin superfamily protein | chr1:2170069-2171861 FORWARD LENGTH=265,2,24.969
AT1G07080,| Symbols:  | Thioredoxin superfamily protein | chr1:2170069-2171861 FORWARD LENGTH=265,6,26
AT1G07080,| Symbols:  | Thioredoxin superfamily protein | chr1:2170069-2171861 FORWARD LENGTH=265,6,28
AT1G07080,| Symbols:  | Thioredoxin superfamily protein | chr1:2170069-2171861 FORWARD LENGTH=265,6,25
AT1G07140,| Symbols: SIRANBP | Pleckstrin homology (PH) domain superfamily protein | chr1:2192360-2193688 REVERSE LENGTH=228,2,18.942
AT1G07140,| Symbols: SIRANBP | Pleckstrin homology (PH) domain superfamily protein | chr1:2192360-2193688 REVERSE LENGTH=228,2,18.081
AT1G07140,| Symbols: SIRANBP | Pleckstrin homology (PH) domain superfamily protein | chr1:2192360-2193688 REVERSE LENGTH=228,2,17.22
AT1G07140,| Symbols: SIRANBP | Pleckstrin homology (PH) domain superfamily protein | chr1:2192360-2193688 REVERSE LENGTH=228,6,16
AT1G07140,| Symbols: SIRANBP | Pleckstrin homology (PH) domain superfamily protein | chr1:2192360-2193688 REVERSE LENGTH=228,6,21
AT1G07140,| Symbols: SIRANBP | Pleckstrin homology (PH) domain superfamily protein | chr1:2192360-2193688 REVERSE LENGTH=228,6,17
AT1G07370,| Symbols: PCNA1  ATPCNA1 | proliferating cellular nuclear antigen 1 | chr1:2263204-2264382 FORWARD LENGTH=263,2,12.054
AT1G07370,| Symbols: PCNA1  ATPCNA1 | proliferating cellular nuclear antigen 1 | chr1:2263204-2264382 FORWARD LENGTH=263,2,15.498
AT1G07370,| Symbols: PCNA1  ATPCNA1 | proliferating cellular nuclear antigen 1 | chr1:2263204-2264382 FORWARD LENGTH=263,2,13.776
AT1G07370,| Symbols: PCNA1  ATPCNA1 | proliferating cellular nuclear antigen 1 | chr1:2263204-2264382 FORWARD LENGTH=263,6,12
AT1G07370,| Symbols: PCNA1  ATPCNA1 | proliferating cellular nuclear antigen 1 | chr1:2263204-2264382 FORWARD LENGTH=263,6,7
AT1G07370,| Symbols: PCNA1  ATPCNA1 | proliferating cellular nuclear antigen 1 | chr1:2263204-2264382 FORWARD LENGTH=263,6,10
AT1G07645,| Symbols: ATDSI-1VOC  DSI-1VOC | dessication-induced 1VOC superfamily protein | chr1:2367612-2368349 REVERSE LENGTH=137,2,39.606
AT1G07645,| Symbols: ATDSI-1VOC  DSI-1VOC | dessication-induced 1VOC superfamily protein | chr1:2367612-2368349 REVERSE LENGTH=137,2,32.718
AT1G07645,| Symbols: ATDSI-1VOC  DSI-1VOC | dessication-induced 1VOC superfamily protein | chr1:2367612-2368349 REVERSE LENGTH=137,2,34.44
AT1G07645,| Symbols: ATDSI-1VOC  DSI-1VOC | dessication-induced 1VOC superfamily protein | chr1:2367612-2368349 REVERSE LENGTH=137,6,50
AT1G07645,| Symbols: ATDSI-1VOC  DSI-1VOC | dessication-induced 1VOC superfamily protein | chr1:2367612-2368349 REVERSE LENGTH=137,6,55
AT1G07645,| Symbols: ATDSI-1VOC  DSI-1VOC | dessication-induced 1VOC superfamily protein | chr1:2367612-2368349 REVERSE LENGTH=137,6,50
AT1G07660,| Symbols:  | Histone superfamily protein | chr1:2369212-2369523 FORWARD LENGTH=103,2,37.023
AT1G07660,| Symbols:  | Histone superfamily protein | chr1:2369212-2369523 FORWARD LENGTH=103,2,37.023
AT1G07660,| Symbols:  | Histone superfamily protein | chr1:2369212-2369523 FORWARD LENGTH=103,2,42.189
AT1G07660,| Symbols:  | Histone superfamily protein | chr1:2369212-2369523 FORWARD LENGTH=103,6,37
AT1G07660,| Symbols:  | Histone superfamily protein | chr1:2369212-2369523 FORWARD LENGTH=103,6,42
AT1G07660,| Symbols:  | Histone superfamily protein | chr1:2369212-2369523 FORWARD LENGTH=103,6,43
AT1G07750,| Symbols:  | RmlC-like cupins superfamily protein | chr1:2404300-2405863 REVERSE LENGTH=356,2,33.579
AT1G07750,| Symbols:  | RmlC-like cupins superfamily protein | chr1:2404300-2405863 REVERSE LENGTH=356,2,36.162
AT1G07750,| Symbols:  | RmlC-like cupins superfamily protein | chr1:2404300-2405863 REVERSE LENGTH=356,2,24.108
AT1G07750,| Symbols:  | RmlC-like cupins superfamily protein | chr1:2404300-2405863 REVERSE LENGTH=356,6,11
AT1G07750,| Symbols:  | RmlC-like cupins superfamily protein | chr1:2404300-2405863 REVERSE LENGTH=356,6,19
AT1G07750,| Symbols:  | RmlC-like cupins superfamily protein | chr1:2404300-2405863 REVERSE LENGTH=356,6,15
AT1G07770,| Symbols: RPS15A | ribosomal protein S15A | chr1:2408413-2409065 REVERSE LENGTH=130,2,24.969
AT1G07770,| Symbols: RPS15A | ribosomal protein S15A | chr1:2408413-2409065 REVERSE LENGTH=130,2,16.359
AT1G07770,| Symbols: RPS15A | ribosomal protein S15A | chr1:2408413-2409065 REVERSE LENGTH=130,2,25.83
AT1G07770,| Symbols: RPS15A | ribosomal protein S15A | chr1:2408413-2409065 REVERSE LENGTH=130,6,16
AT1G07770,| Symbols: RPS15A | ribosomal protein S15A | chr1:2408413-2409065 REVERSE LENGTH=130,6,18
AT1G07770,| Symbols: RPS15A | ribosomal protein S15A | chr1:2408413-2409065 REVERSE LENGTH=130,6,11
AT1G07790,| Symbols: HTB1 | Histone superfamily protein | chr1:2413049-2413495 FORWARD LENGTH=148,2,15.498
AT1G07790,| Symbols: HTB1 | Histone superfamily protein | chr1:2413049-2413495 FORWARD LENGTH=148,2,17.22
AT1G07790,| Symbols: HTB1 | Histone superfamily protein | chr1:2413049-2413495 FORWARD LENGTH=148,2,11.193
AT1G07790,| Symbols: HTB1 | Histone superfamily protein | chr1:2413049-2413495 FORWARD LENGTH=148,6,15
AT1G07790,| Symbols: HTB1 | Histone superfamily protein | chr1:2413049-2413495 FORWARD LENGTH=148,6,14
AT1G07790,| Symbols: HTB1 | Histone superfamily protein | chr1:2413049-2413495 FORWARD LENGTH=148,6,15
AT1G07820,| Symbols:  | Histone superfamily protein | chr1:2421435-2421746 REVERSE LENGTH=103,2,37.023
AT1G07820,| Symbols:  | Histone superfamily protein | chr1:2421435-2421746 REVERSE LENGTH=103,2,37.023
AT1G07820,| Symbols:  | Histone superfamily protein | chr1:2421435-2421746 REVERSE LENGTH=103,2,42.189
AT1G07820,| Symbols:  | Histone superfamily protein | chr1:2421435-2421746 REVERSE LENGTH=103,6,37
AT1G07820,| Symbols:  | Histone superfamily protein | chr1:2421435-2421746 REVERSE LENGTH=103,6,42
AT1G07820,| Symbols:  | Histone superfamily protein | chr1:2421435-2421746 REVERSE LENGTH=103,6,43
AT1G07920,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2455559-2457001 FORWARD LENGTH=449,2,512.295
AT1G07920,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2455559-2457001 FORWARD LENGTH=449,2,559.65
AT1G07920,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2455559-2457001 FORWARD LENGTH=449,2,487.326
AT1G07920,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2455559-2457001 FORWARD LENGTH=449,6,403
AT1G07920,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2455559-2457001 FORWARD LENGTH=449,6,474
AT1G07920,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2455559-2457001 FORWARD LENGTH=449,6,443
AT1G07930,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2459014-2460458 FORWARD LENGTH=449,2,512.295
AT1G07930,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2459014-2460458 FORWARD LENGTH=449,2,559.65
AT1G07930,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2459014-2460458 FORWARD LENGTH=449,2,487.326
AT1G07930,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2459014-2460458 FORWARD LENGTH=449,6,403
AT1G07930,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2459014-2460458 FORWARD LENGTH=449,6,474
AT1G07930,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2459014-2460458 FORWARD LENGTH=449,6,443
AT1G07940,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2463350-2464792 REVERSE LENGTH=449,2,512.295
AT1G07940,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2463350-2464792 REVERSE LENGTH=449,2,559.65
AT1G07940,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2463350-2464792 REVERSE LENGTH=449,2,487.326
AT1G07940,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2463350-2464792 REVERSE LENGTH=449,6,403
AT1G07940,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2463350-2464792 REVERSE LENGTH=449,6,474
AT1G07940,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2463350-2464792 REVERSE LENGTH=449,6,443
AT1G07960,| Symbols: ATPDIL5-1  PDIL5-1 | PDI-like 5-1 | chr1:2467681-2468831 FORWARD LENGTH=146,2,6.888
AT1G07960,| Symbols: ATPDIL5-1  PDIL5-1 | PDI-like 5-1 | chr1:2467681-2468831 FORWARD LENGTH=146,2,6.027
AT1G07960,| Symbols: ATPDIL5-1  PDIL5-1 | PDI-like 5-1 | chr1:2467681-2468831 FORWARD LENGTH=146,2,6.027
AT1G07960,| Symbols: ATPDIL5-1  PDIL5-1 | PDI-like 5-1 | chr1:2467681-2468831 FORWARD LENGTH=146,6,5
AT1G07960,| Symbols: ATPDIL5-1  PDIL5-1 | PDI-like 5-1 | chr1:2467681-2468831 FORWARD LENGTH=146,6,5
AT1G07960,| Symbols: ATPDIL5-1  PDIL5-1 | PDI-like 5-1 | chr1:2467681-2468831 FORWARD LENGTH=146,6,5
AT1G07985,| Symbols:  | Expressed protein | chr1:2475508-2475942 FORWARD LENGTH=144,2,15.498
AT1G07985,| Symbols:  | Expressed protein | chr1:2475508-2475942 FORWARD LENGTH=144,2,18.081
AT1G07985,| Symbols:  | Expressed protein | chr1:2475508-2475942 FORWARD LENGTH=144,2,12.054
AT1G07985,| Symbols:  | Expressed protein | chr1:2475508-2475942 FORWARD LENGTH=144,6,14
AT1G07985,| Symbols:  | Expressed protein | chr1:2475508-2475942 FORWARD LENGTH=144,6,19
AT1G07985,| Symbols:  | Expressed protein | chr1:2475508-2475942 FORWARD LENGTH=144,6,18
AT1G08050,| Symbols:  | Zinc finger (C3HC4-type RING finger) family protein | chr1:2499088-2501311 REVERSE LENGTH=641,2,6.027
AT1G08050,| Symbols:  | Zinc finger (C3HC4-type RING finger) family protein | chr1:2499088-2501311 REVERSE LENGTH=641,2,9.471
AT1G08050,| Symbols:  | Zinc finger (C3HC4-type RING finger) family protein | chr1:2499088-2501311 REVERSE LENGTH=641,2,6.888
AT1G08050,| Symbols:  | Zinc finger (C3HC4-type RING finger) family protein | chr1:2499088-2501311 REVERSE LENGTH=641,6,4
AT1G08050,| Symbols:  | Zinc finger (C3HC4-type RING finger) family protein | chr1:2499088-2501311 REVERSE LENGTH=641,6,4
AT1G08050,| Symbols:  | Zinc finger (C3HC4-type RING finger) family protein | chr1:2499088-2501311 REVERSE LENGTH=641,6,4
AT1G08110,| Symbols:  | lactoylglutathione lyase family protein / glyoxalase I family protein | chr1:2535702-2537630 FORWARD LENGTH=185,2,16.359
AT1G08110,| Symbols:  | lactoylglutathione lyase family protein / glyoxalase I family protein | chr1:2535702-2537630 FORWARD LENGTH=185,2,18.081
AT1G08110,| Symbols:  | lactoylglutathione lyase family protein / glyoxalase I family protein | chr1:2535702-2537630 FORWARD LENGTH=185,2,13.776
AT1G08110,| Symbols:  | lactoylglutathione lyase family protein / glyoxalase I family protein | chr1:2535702-2537630 FORWARD LENGTH=185,6,14
AT1G08110,| Symbols:  | lactoylglutathione lyase family protein / glyoxalase I family protein | chr1:2535702-2537630 FORWARD LENGTH=185,6,16
AT1G08110,| Symbols:  | lactoylglutathione lyase family protein / glyoxalase I family protein | chr1:2535702-2537630 FORWARD LENGTH=185,6,14
AT1G08360,| Symbols:  | Ribosomal protein L1p/L10e family | chr1:2636231-2637694 FORWARD LENGTH=216,2,28.413
AT1G08360,| Symbols:  | Ribosomal protein L1p/L10e family | chr1:2636231-2637694 FORWARD LENGTH=216,2,27.552
AT1G08360,| Symbols:  | Ribosomal protein L1p/L10e family | chr1:2636231-2637694 FORWARD LENGTH=216,2,22.386
AT1G08360,| Symbols:  | Ribosomal protein L1p/L10e family | chr1:2636231-2637694 FORWARD LENGTH=216,6,21
AT1G08360,| Symbols:  | Ribosomal protein L1p/L10e family | chr1:2636231-2637694 FORWARD LENGTH=216,6,20
AT1G08360,| Symbols:  | Ribosomal protein L1p/L10e family | chr1:2636231-2637694 FORWARD LENGTH=216,6,17
AT1G08420,| Symbols: BSL2 | BRI1 suppressor 1 (BSU1)-like 2 | chr1:2649959-2656564 FORWARD LENGTH=1018,2,16.359
AT1G08420,| Symbols: BSL2 | BRI1 suppressor 1 (BSU1)-like 2 | chr1:2649959-2656564 FORWARD LENGTH=1018,2,18.942
AT1G08420,| Symbols: BSL2 | BRI1 suppressor 1 (BSU1)-like 2 | chr1:2649959-2656564 FORWARD LENGTH=1018,2,18.081
AT1G08420,| Symbols: BSL2 | BRI1 suppressor 1 (BSU1)-like 2 | chr1:2649959-2656564 FORWARD LENGTH=1018,6,18
AT1G08420,| Symbols: BSL2 | BRI1 suppressor 1 (BSU1)-like 2 | chr1:2649959-2656564 FORWARD LENGTH=1018,6,18
AT1G08420,| Symbols: BSL2 | BRI1 suppressor 1 (BSU1)-like 2 | chr1:2649959-2656564 FORWARD LENGTH=1018,6,15
AT1G08450,| Symbols: CRT3  PSL1  EBS2  AtCRT3 | calreticulin 3 | chr1:2668008-2671800 REVERSE LENGTH=424,2,4.305
AT1G08450,| Symbols: CRT3  PSL1  EBS2  AtCRT3 | calreticulin 3 | chr1:2668008-2671800 REVERSE LENGTH=424,2,4.305
AT1G08450,| Symbols: CRT3  PSL1  EBS2  AtCRT3 | calreticulin 3 | chr1:2668008-2671800 REVERSE LENGTH=424,2,3.444
AT1G08450,| Symbols: CRT3  PSL1  EBS2  AtCRT3 | calreticulin 3 | chr1:2668008-2671800 REVERSE LENGTH=424,6,4
AT1G08450,| Symbols: CRT3  PSL1  EBS2  AtCRT3 | calreticulin 3 | chr1:2668008-2671800 REVERSE LENGTH=424,6,6
AT1G08450,| Symbols: CRT3  PSL1  EBS2  AtCRT3 | calreticulin 3 | chr1:2668008-2671800 REVERSE LENGTH=424,6,6
AT1G08880,| Symbols: HTA5  H2AXA  G-H2AX  GAMMA-H2AX | Histone superfamily protein | chr1:2847144-2847676 REVERSE LENGTH=142,2,17.22
AT1G08880,| Symbols: HTA5  H2AXA  G-H2AX  GAMMA-H2AX | Histone superfamily protein | chr1:2847144-2847676 REVERSE LENGTH=142,2,18.081
AT1G08880,| Symbols: HTA5  H2AXA  G-H2AX  GAMMA-H2AX | Histone superfamily protein | chr1:2847144-2847676 REVERSE LENGTH=142,2,13.776
AT1G08880,| Symbols: HTA5  H2AXA  G-H2AX  GAMMA-H2AX | Histone superfamily protein | chr1:2847144-2847676 REVERSE LENGTH=142,6,16
AT1G08880,| Symbols: HTA5  H2AXA  G-H2AX  GAMMA-H2AX | Histone superfamily protein | chr1:2847144-2847676 REVERSE LENGTH=142,6,17
AT1G08880,| Symbols: HTA5  H2AXA  G-H2AX  GAMMA-H2AX | Histone superfamily protein | chr1:2847144-2847676 REVERSE LENGTH=142,6,16
AT1G09010,| Symbols:  | glycoside hydrolase family 2 protein | chr1:2895259-2899287 REVERSE LENGTH=944,2,30.135
AT1G09010,| Symbols:  | glycoside hydrolase family 2 protein | chr1:2895259-2899287 REVERSE LENGTH=944,2,20.664
AT1G09010,| Symbols:  | glycoside hydrolase family 2 protein | chr1:2895259-2899287 REVERSE LENGTH=944,2,27.552
AT1G09010,| Symbols:  | glycoside hydrolase family 2 protein | chr1:2895259-2899287 REVERSE LENGTH=944,6,17
AT1G09010,| Symbols:  | glycoside hydrolase family 2 protein | chr1:2895259-2899287 REVERSE LENGTH=944,6,28
AT1G09010,| Symbols:  | glycoside hydrolase family 2 protein | chr1:2895259-2899287 REVERSE LENGTH=944,6,26
